lat,lon,ele,name,text_date,text_time,t
27.888224,98.673228,1486.24,,2019-11-10,10:40:45,38445
27.887559,98.67295,1485.94,,2019-11-10,10:40:48,38448
27.88684,98.672844,1484.47,,2019-11-10,10:40:51,38451
27.886105,98.672833,1482.25,,2019-11-10,10:40:54,38454
27.885369,98.672833,1480.86,,2019-11-10,10:40:57,38457
27.884657,98.672767,1479.79,,2019-11-10,10:41:00,38460
27.884019,98.672675,1478.82,,2019-11-10,10:41:03,38463
27.883427,98.672795,1479.03,,2019-11-10,10:41:06,38466
27.882856,98.673032,1480.1,,2019-11-10,10:41:09,38469
27.882269,98.673276,1479.62,,2019-11-10,10:41:12,38472
27.881683,98.673527,1485.15,,2019-11-10,10:41:15,38475
27.881177,98.673766,1486.85,,2019-11-10,10:41:18,38478
27.880776,98.674036,1488.32,,2019-11-10,10:41:21,38481
27.880539,98.674411,1490.2,,2019-11-10,10:41:24,38484
27.880208,98.674708,1489.99,,2019-11-10,10:41:27,38487
27.879836,98.675043,1489.71,,2019-11-10,10:41:30,38490
27.879511,98.675448,1486.67,,2019-11-10,10:41:33,38493
27.879221,98.675969,1487.43,,2019-11-10,10:41:36,38496
27.878912,98.676526,1485.6,,2019-11-10,10:41:39,38499
27.87859,98.677097,1484.39,,2019-11-10,10:41:42,38502
27.8782,98.677605,1484.56,,2019-11-10,10:41:45,38505
27.877748,98.678062,1483.64,,2019-11-10,10:41:48,38508
27.877338,98.67851,1482.8,,2019-11-10,10:41:51,38511
27.876985,98.678878,1482.16,,2019-11-10,10:41:54,38514
27.876585,98.678974,1481.8,,2019-11-10,10:41:57,38517
27.876289,98.678876,1481.75,,2019-11-10,10:42:00,38520
27.876055,98.678928,1483.66,,2019-11-10,10:42:03,38523
27.875849,98.679175,1482.38,,2019-11-10,10:42:06,38526
27.875779,98.679549,1483.49,,2019-11-10,10:42:09,38529
27.875869,98.679907,1487.38,,2019-11-10,10:42:12,38532
27.875854,98.680216,1487.03,,2019-11-10,10:42:15,38535
27.87571,98.680561,1490.11,,2019-11-10,10:42:18,38538
27.875497,98.680855,1490.57,,2019-11-10,10:42:22,38542
27.875205,98.681119,1492.06,,2019-11-10,10:42:25,38545
27.874885,98.681418,1493.08,,2019-11-10,10:42:28,38548
27.874502,98.68175,1492.97,,2019-11-10,10:42:31,38551
27.874174,98.682219,1494.43,,2019-11-10,10:42:34,38554
27.873704,98.682667,1496.07,,2019-11-10,10:42:37,38557
27.873176,98.683111,1502.42,,2019-11-10,10:42:40,38560
27.872591,98.683422,1503.0,,2019-11-10,10:42:43,38563
27.871978,98.683683,1503.66,,2019-11-10,10:42:46,38566
27.871344,98.683935,1508.45,,2019-11-10,10:42:49,38569
27.870742,98.684144,1518.4,,2019-11-10,10:42:52,38572
27.870162,98.684283,1517.67,,2019-11-10,10:42:55,38575
27.86957,98.684392,1519.55,,2019-11-10,10:42:58,38578
27.868959,98.684488,1520.01,,2019-11-10,10:43:01,38581
27.868348,98.684592,1521.27,,2019-11-10,10:43:04,38584
27.86777,98.684716,1521.45,,2019-11-10,10:43:07,38587
27.867223,98.684936,1521.16,,2019-11-10,10:43:10,38590
27.866681,98.685095,1522.37,,2019-11-10,10:43:13,38593
27.866124,98.685111,1523.24,,2019-11-10,10:43:16,38596
27.865537,98.68511,1523.5,,2019-11-10,10:43:19,38599
27.86493,98.685017,1522.66,,2019-11-10,10:43:22,38602
27.864295,98.684922,1522.81,,2019-11-10,10:43:25,38605
27.86366,98.684816,1523.41,,2019-11-10,10:43:28,38608
27.863072,98.68468,1523.54,,2019-11-10,10:43:31,38611
27.862495,98.684684,1522.41,,2019-11-10,10:43:34,38614
27.862057,98.684668,1520.53,,2019-11-10,10:43:37,38617
27.861708,98.684609,1517.64,,2019-11-10,10:43:40,38620
27.861283,98.684588,1515.3,,2019-11-10,10:43:43,38623
27.860788,98.684696,1512.9,,2019-11-10,10:43:46,38626
27.860242,98.684739,1511.01,,2019-11-10,10:43:49,38629
27.859651,98.684743,1510.27,,2019-11-10,10:43:52,38632
27.859087,98.684906,1511.92,,2019-11-10,10:43:55,38635
27.858566,98.684976,1512.53,,2019-11-10,10:43:58,38638
27.85809,98.684916,1510.79,,2019-11-10,10:44:01,38641
27.857702,98.684869,1508.2,,2019-11-10,10:44:04,38644
27.857408,98.684914,1506.79,,2019-11-10,10:44:07,38647
27.857244,98.685066,1505.47,,2019-11-10,10:44:10,38650
27.857156,98.68521,1505.78,,2019-11-10,10:44:13,38653
27.857036,98.685335,1505.54,,2019-11-10,10:44:16,38656
27.85685,98.685384,1504.04,,2019-11-10,10:44:19,38659
27.856643,98.685311,1504.44,,2019-11-10,10:44:22,38662
27.856512,98.685081,1502.5,,2019-11-10,10:44:25,38665
27.856411,98.684829,1501.18,,2019-11-10,10:44:28,38668
27.856252,98.684614,1506.48,,2019-11-10,10:44:31,38671
27.856111,98.684429,1504.54,,2019-11-10,10:44:34,38674
27.855943,98.684391,1504.63,,2019-11-10,10:44:37,38677
27.855749,98.684477,1503.58,,2019-11-10,10:44:40,38680
27.855543,98.684569,1504.99,,2019-11-10,10:44:43,38683
27.855357,98.684721,1504.53,,2019-11-10,10:44:46,38686
27.855231,98.684998,1507.66,,2019-11-10,10:44:49,38689
27.855113,98.685288,1508.35,,2019-11-10,10:44:52,38692
27.854941,98.685582,1508.53,,2019-11-10,10:44:55,38695
27.854753,98.685862,1512.96,,2019-11-10,10:44:58,38698
27.854553,98.686045,1511.48,,2019-11-10,10:45:01,38701
27.854315,98.686077,1507.69,,2019-11-10,10:45:04,38704
27.854005,98.686097,1508.02,,2019-11-10,10:45:07,38707
27.853654,98.686121,1507.25,,2019-11-10,10:45:10,38710
27.853342,98.686141,1508.16,,2019-11-10,10:45:13,38713
27.853011,98.686144,1509.21,,2019-11-10,10:45:16,38716
27.852664,98.686083,1511.29,,2019-11-10,10:45:19,38719
27.852362,98.686023,1510.68,,2019-11-10,10:45:22,38722
27.852147,98.685892,1512.42,,2019-11-10,10:45:25,38725
27.851964,98.685708,1512.69,,2019-11-10,10:45:28,38728
27.851764,98.685574,1513.56,,2019-11-10,10:45:31,38731
27.85159,98.685457,1514.49,,2019-11-10,10:45:34,38734
27.851464,98.685384,1514.9,,2019-11-10,10:45:37,38737
27.851355,98.685317,1515.4,,2019-11-10,10:45:40,38740
27.851308,98.685272,1514.18,,2019-11-10,10:45:43,38743
27.85129,98.685247,1516.0,,2019-11-10,10:45:46,38746
27.851313,98.685267,1515.67,,2019-11-10,10:46:01,38761
27.8513,98.685234,1516.68,,2019-11-10,10:46:04,38764
27.851279,98.685211,1517.29,,2019-11-10,10:46:10,38770
27.851239,98.685192,1519.27,,2019-11-10,10:46:13,38773
27.851212,98.685181,1519.54,,2019-11-10,10:46:16,38776
27.851184,98.685166,1519.84,,2019-11-10,10:46:19,38779
27.851132,98.685144,1520.78,,2019-11-10,10:46:22,38782
27.85106,98.685117,1520.94,,2019-11-10,10:46:25,38785
27.85099,98.685094,1521.45,,2019-11-10,10:46:28,38788
27.850912,98.685079,1521.19,,2019-11-10,10:46:31,38791
27.850805,98.685061,1521.71,,2019-11-10,10:46:34,38794
27.850692,98.685067,1521.68,,2019-11-10,10:46:37,38797
27.850607,98.685095,1521.36,,2019-11-10,10:46:40,38800
27.850522,98.68513,1522.5,,2019-11-10,10:46:43,38803
27.850396,98.685189,1521.94,,2019-11-10,10:46:46,38806
27.850254,98.685264,1523.73,,2019-11-10,10:46:49,38809
27.850138,98.685286,1522.26,,2019-11-10,10:46:52,38812
27.850007,98.685308,1522.43,,2019-11-10,10:46:55,38815
27.849848,98.685321,1523.0,,2019-11-10,10:46:58,38818
27.849789,98.685298,1522.61,,2019-11-10,10:47:01,38821
27.849761,98.685293,1522.97,,2019-11-10,10:47:13,38833
27.849726,98.685272,1521.11,,2019-11-10,10:47:16,38836
27.84966,98.685238,1522.02,,2019-11-10,10:47:19,38839
27.849594,98.685191,1523.06,,2019-11-10,10:47:22,38842
27.849534,98.685146,1522.33,,2019-11-10,10:47:25,38845
27.849497,98.685088,1521.85,,2019-11-10,10:47:28,38848
27.849462,98.685024,1522.92,,2019-11-10,10:47:31,38851
27.849427,98.684972,1520.73,,2019-11-10,10:47:34,38854
27.849397,98.684937,1519.61,,2019-11-10,10:47:37,38857
27.849357,98.684898,1517.7,,2019-11-10,10:47:40,38860
27.849321,98.684862,1517.43,,2019-11-10,10:47:43,38863
27.849257,98.684829,1517.29,,2019-11-10,10:47:46,38866
27.849182,98.684809,1516.2,,2019-11-10,10:47:49,38869
27.84912,98.6848,1518.16,,2019-11-10,10:47:52,38872
27.849067,98.684794,1518.05,,2019-11-10,10:47:55,38875
27.849016,98.684784,1518.43,,2019-11-10,10:47:58,38878
27.848948,98.68477,1518.66,,2019-11-10,10:48:01,38881
27.848868,98.68475,1519.22,,2019-11-10,10:48:04,38884
27.848769,98.684724,1519.38,,2019-11-10,10:48:07,38887
27.84867,98.684693,1519.07,,2019-11-10,10:48:10,38890
27.848539,98.684642,1518.31,,2019-11-10,10:48:13,38893
27.848332,98.684576,1517.47,,2019-11-10,10:48:16,38896
27.848035,98.684553,1514.16,,2019-11-10,10:48:19,38899
27.847759,98.684509,1515.08,,2019-11-10,10:48:22,38902
27.847513,98.684458,1514.74,,2019-11-10,10:48:25,38905
27.84728,98.684356,1514.76,,2019-11-10,10:48:28,38908
27.847043,98.684197,1513.29,,2019-11-10,10:48:31,38911
27.846804,98.684065,1511.81,,2019-11-10,10:48:34,38914
27.846575,98.68401,1510.36,,2019-11-10,10:48:37,38917
27.846353,98.683952,1504.52,,2019-11-10,10:48:40,38920
27.8461,98.683915,1505.68,,2019-11-10,10:48:43,38923
27.845861,98.68387,1504.48,,2019-11-10,10:48:46,38926
27.845642,98.68384,1503.92,,2019-11-10,10:48:49,38929
27.84542,98.683794,1502.2,,2019-11-10,10:48:52,38932
27.845184,98.68375,1499.76,,2019-11-10,10:48:55,38935
27.844928,98.683734,1499.03,,2019-11-10,10:48:58,38938
27.844605,98.683747,1498.22,,2019-11-10,10:49:01,38941
27.844194,98.683692,1495.77,,2019-11-10,10:49:04,38944
27.843678,98.683634,1491.81,,2019-11-10,10:49:07,38947
27.843055,98.683593,1488.32,,2019-11-10,10:49:10,38950
27.84236,98.68349,1485.03,,2019-11-10,10:49:13,38953
27.841639,98.683333,1481.49,,2019-11-10,10:49:16,38956
27.8409,98.683243,1476.13,,2019-11-10,10:49:19,38959
27.840202,98.683245,1472.94,,2019-11-10,10:49:22,38962
27.83953,98.683517,1470.32,,2019-11-10,10:49:25,38965
27.838916,98.683713,1468.1,,2019-11-10,10:49:28,38968
27.838287,98.683796,1467.72,,2019-11-10,10:49:31,38971
27.837644,98.684021,1465.11,,2019-11-10,10:49:34,38974
27.837076,98.684411,1465.01,,2019-11-10,10:49:37,38977
27.836475,98.684754,1464.18,,2019-11-10,10:49:40,38980
27.8359,98.685119,1460.43,,2019-11-10,10:49:43,38983
27.835381,98.685527,1457.97,,2019-11-10,10:49:46,38986
27.834962,98.686001,1457.25,,2019-11-10,10:49:49,38989
27.834615,98.686551,1457.12,,2019-11-10,10:49:52,38992
27.834159,98.687041,1458.1,,2019-11-10,10:49:55,38995
27.833676,98.687478,1456.98,,2019-11-10,10:49:58,38998
27.833137,98.687797,1455.42,,2019-11-10,10:50:01,39001
27.832552,98.688075,1452.67,,2019-11-10,10:50:04,39004
27.831946,98.688309,1452.68,,2019-11-10,10:50:07,39007
27.831396,98.688553,1455.02,,2019-11-10,10:50:10,39010
27.830841,98.688784,1455.85,,2019-11-10,10:50:13,39013
27.830272,98.688935,1453.91,,2019-11-10,10:50:16,39016
27.82966,98.688985,1455.69,,2019-11-10,10:50:19,39019
27.829157,98.688948,1456.08,,2019-11-10,10:50:22,39022
27.828867,98.688908,1455.81,,2019-11-10,10:50:25,39025
27.828595,98.68887,1456.2,,2019-11-10,10:50:28,39028
27.828229,98.688787,1454.77,,2019-11-10,10:50:31,39031
27.827792,98.688603,1454.21,,2019-11-10,10:50:34,39034
27.827266,98.688489,1455.55,,2019-11-10,10:50:37,39037
27.826696,98.688532,1457.07,,2019-11-10,10:50:40,39040
27.826115,98.688647,1459.08,,2019-11-10,10:50:43,39043
27.825518,98.688778,1459.54,,2019-11-10,10:50:46,39046
27.824898,98.688954,1461.55,,2019-11-10,10:50:49,39049
27.824293,98.689176,1460.35,,2019-11-10,10:50:52,39052
27.823715,98.689511,1460.03,,2019-11-10,10:50:55,39055
27.823128,98.689851,1458.45,,2019-11-10,10:50:58,39058
27.822497,98.690099,1458.05,,2019-11-10,10:51:01,39061
27.82188,98.690407,1456.18,,2019-11-10,10:51:04,39064
27.821298,98.690828,1454.73,,2019-11-10,10:51:07,39067
27.820704,98.691253,1453.72,,2019-11-10,10:51:10,39070
27.820085,98.691658,1455.12,,2019-11-10,10:51:13,39073
27.819518,98.69202,1457.52,,2019-11-10,10:51:16,39076
27.818988,98.692268,1458.77,,2019-11-10,10:51:19,39079
27.818467,98.692348,1459.69,,2019-11-10,10:51:22,39082
27.818032,98.692416,1458.95,,2019-11-10,10:51:25,39085
27.817624,98.692395,1462.07,,2019-11-10,10:51:28,39088
27.81722,98.692253,1464.86,,2019-11-10,10:51:31,39091
27.816797,98.692031,1465.83,,2019-11-10,10:51:34,39094
27.816365,98.691731,1467.22,,2019-11-10,10:51:37,39097
27.815947,98.691364,1471.03,,2019-11-10,10:51:40,39100
27.815533,98.690993,1475.02,,2019-11-10,10:51:43,39103
27.815166,98.690639,1477.54,,2019-11-10,10:51:46,39106
27.814849,98.690237,1478.28,,2019-11-10,10:51:49,39109
27.814538,98.689796,1479.06,,2019-11-10,10:51:52,39112
27.81418,98.689377,1478.87,,2019-11-10,10:51:55,39115
27.813758,98.688962,1475.91,,2019-11-10,10:51:58,39118
27.813341,98.688488,1477.39,,2019-11-10,10:52:01,39121
27.812924,98.688024,1474.01,,2019-11-10,10:52:04,39124
27.812445,98.687637,1472.09,,2019-11-10,10:52:07,39127
27.811968,98.687236,1470.28,,2019-11-10,10:52:10,39130
27.811502,98.686816,1470.45,,2019-11-10,10:52:13,39133
27.810957,98.68654,1469.89,,2019-11-10,10:52:16,39136
27.810393,98.686223,1467.22,,2019-11-10,10:52:19,39139
27.809837,98.685812,1461.59,,2019-11-10,10:52:22,39142
27.809201,98.685427,1457.5,,2019-11-10,10:52:25,39145
27.808526,98.685092,1454.98,,2019-11-10,10:52:29,39149
27.807842,98.684799,1452.07,,2019-11-10,10:52:32,39152
27.807177,98.684622,1451.33,,2019-11-10,10:52:35,39155
27.806588,98.684457,1448.71,,2019-11-10,10:52:38,39158
27.806078,98.684288,1453.9,,2019-11-10,10:52:41,39161
27.805643,98.684051,1445.74,,2019-11-10,10:52:44,39164
27.805258,98.683824,1441.9,,2019-11-10,10:52:47,39167
27.804856,98.68371,1442.14,,2019-11-10,10:52:50,39170
27.804505,98.68365,1442.25,,2019-11-10,10:52:53,39173
27.80422,98.683701,1441.31,,2019-11-10,10:52:56,39176
27.803983,98.683776,1440.58,,2019-11-10,10:52:59,39179
27.803728,98.683823,1437.71,,2019-11-10,10:53:02,39182
27.803461,98.683755,1435.57,,2019-11-10,10:53:05,39185
27.803115,98.683655,1434.32,,2019-11-10,10:53:08,39188
27.802667,98.683619,1432.96,,2019-11-10,10:53:11,39191
27.802203,98.683707,1431.48,,2019-11-10,10:53:14,39194
27.801771,98.683861,1431.23,,2019-11-10,10:53:17,39197
27.801392,98.683906,1429.67,,2019-11-10,10:53:20,39200
27.801067,98.68389,1426.84,,2019-11-10,10:53:23,39203
27.800693,98.683941,1427.1,,2019-11-10,10:53:26,39206
27.800237,98.684056,1426.26,,2019-11-10,10:53:29,39209
27.79971,98.684207,1425.67,,2019-11-10,10:53:32,39212
27.799156,98.684399,1426.15,,2019-11-10,10:53:35,39215
27.798566,98.684595,1426.12,,2019-11-10,10:53:38,39218
27.79796,98.684769,1427.24,,2019-11-10,10:53:41,39221
27.797352,98.68483,1430.89,,2019-11-10,10:53:44,39224
27.796815,98.684798,1431.72,,2019-11-10,10:53:47,39227
27.796548,98.684728,1430.43,,2019-11-10,10:53:50,39230
27.796525,98.684743,1431.5,,2019-11-10,10:53:56,39236
27.796565,98.684759,1432.8,,2019-11-10,10:53:59,39239
27.796602,98.68478,1432.82,,2019-11-10,10:54:02,39242
27.796647,98.684793,1432.08,,2019-11-10,10:54:05,39245
27.7967,98.684804,1432.23,,2019-11-10,10:54:08,39248
27.796758,98.684812,1432.97,,2019-11-10,10:54:11,39251
27.796792,98.684819,1432.86,,2019-11-10,10:54:14,39254
27.796842,98.684831,1431.94,,2019-11-10,10:54:20,39260
27.796878,98.684849,1432.81,,2019-11-10,10:54:26,39266
27.796905,98.684843,1432.17,,2019-11-10,10:54:32,39272
27.796799,98.684779,1432.75,,2019-11-10,10:54:38,39278
27.796516,98.684686,1434.33,,2019-11-10,10:54:41,39281
27.796104,98.684577,1434.46,,2019-11-10,10:54:44,39284
27.795605,98.684486,1435.96,,2019-11-10,10:54:47,39287
27.795088,98.684437,1437.99,,2019-11-10,10:54:50,39290
27.794647,98.684221,1438.19,,2019-11-10,10:54:53,39293
27.794234,98.683894,1436.66,,2019-11-10,10:54:56,39296
27.793775,98.683595,1435.73,,2019-11-10,10:54:59,39299
27.793346,98.683249,1433.5,,2019-11-10,10:55:02,39302
27.792987,98.682776,1432.99,,2019-11-10,10:55:05,39305
27.792622,98.682315,1433.1,,2019-11-10,10:55:08,39308
27.79215,98.681995,1430.04,,2019-11-10,10:55:11,39311
27.791449,98.68169,1425.91,,2019-11-10,10:55:14,39314
27.790939,98.681363,1424.86,,2019-11-10,10:55:17,39317
27.790398,98.681085,1424.81,,2019-11-10,10:55:20,39320
27.789859,98.680857,1425.24,,2019-11-10,10:55:23,39323
27.789352,98.680634,1424.38,,2019-11-10,10:55:26,39326
27.788812,98.680591,1423.75,,2019-11-10,10:55:29,39329
27.788232,98.680635,1426.87,,2019-11-10,10:55:32,39332
27.787613,98.680586,1426.47,,2019-11-10,10:55:35,39335
27.786942,98.680484,1426.64,,2019-11-10,10:55:38,39338
27.78624,98.680395,1427.75,,2019-11-10,10:55:41,39341
27.785572,98.68035,1428.16,,2019-11-10,10:55:44,39344
27.784939,98.680459,1427.89,,2019-11-10,10:55:47,39347
27.784364,98.680537,1429.45,,2019-11-10,10:55:50,39350
27.783911,98.680484,1429.78,,2019-11-10,10:55:53,39353
27.783546,98.680418,1430.08,,2019-11-10,10:55:56,39356
27.783173,98.68039,1432.12,,2019-11-10,10:55:59,39359
27.782714,98.680366,1431.72,,2019-11-10,10:56:02,39362
27.782198,98.680312,1430.06,,2019-11-10,10:56:05,39365
27.781636,98.680311,1429.08,,2019-11-10,10:56:08,39368
27.781079,98.680364,1430.49,,2019-11-10,10:56:11,39371
27.780589,98.680429,1430.84,,2019-11-10,10:56:14,39374
27.78009,98.680575,1429.65,,2019-11-10,10:56:17,39377
27.779566,98.680807,1428.19,,2019-11-10,10:56:20,39380
27.778969,98.680958,1425.9,,2019-11-10,10:56:23,39383
27.778298,98.681035,1422.33,,2019-11-10,10:56:26,39386
27.777616,98.681036,1421.8,,2019-11-10,10:56:29,39389
27.776932,98.681041,1421.72,,2019-11-10,10:56:32,39392
27.776296,98.681086,1423.3,,2019-11-10,10:56:35,39395
27.775723,98.681106,1423.79,,2019-11-10,10:56:38,39398
27.775161,98.680968,1422.63,,2019-11-10,10:56:41,39401
27.774625,98.68069,1422.45,,2019-11-10,10:56:44,39404
27.774051,98.680422,1421.51,,2019-11-10,10:56:47,39407
27.773449,98.680221,1418.72,,2019-11-10,10:56:50,39410
27.77282,98.680087,1416.93,,2019-11-10,10:56:53,39413
27.772228,98.67994,1415.6,,2019-11-10,10:56:56,39416
27.771664,98.679804,1415.45,,2019-11-10,10:56:59,39419
27.771165,98.679664,1415.09,,2019-11-10,10:57:02,39422
27.770738,98.679514,1415.04,,2019-11-10,10:57:05,39425
27.770285,98.67935,1415.23,,2019-11-10,10:57:08,39428
27.769809,98.679232,1415.19,,2019-11-10,10:57:11,39431
27.769372,98.679209,1416.26,,2019-11-10,10:57:14,39434
27.768959,98.679135,1416.33,,2019-11-10,10:57:17,39437
27.7686,98.678956,1417.04,,2019-11-10,10:57:20,39440
27.768261,98.678847,1419.04,,2019-11-10,10:57:23,39443
27.767825,98.678893,1419.05,,2019-11-10,10:57:26,39446
27.767376,98.678881,1418.57,,2019-11-10,10:57:29,39449
27.766893,98.678693,1417.07,,2019-11-10,10:57:32,39452
27.7664,98.678379,1416.73,,2019-11-10,10:57:35,39455
27.7659,98.678008,1417.61,,2019-11-10,10:57:38,39458
27.76538,98.677756,1417.29,,2019-11-10,10:57:41,39461
27.76486,98.6777,1416.48,,2019-11-10,10:57:44,39464
27.764373,98.677573,1414.94,,2019-11-10,10:57:47,39467
27.764016,98.677354,1415.78,,2019-11-10,10:57:50,39470
27.763739,98.677206,1416.56,,2019-11-10,10:57:53,39473
27.763497,98.677098,1415.49,,2019-11-10,10:57:56,39476
27.763255,98.676963,1413.91,,2019-11-10,10:57:59,39479
27.76296,98.676777,1415.99,,2019-11-10,10:58:02,39482
27.762585,98.676568,1418.3,,2019-11-10,10:58:05,39485
27.762175,98.676336,1420.21,,2019-11-10,10:58:08,39488
27.761727,98.676175,1420.58,,2019-11-10,10:58:11,39491
27.761252,98.676134,1421.15,,2019-11-10,10:58:14,39494
27.760738,98.676158,1422.97,,2019-11-10,10:58:17,39497
27.760199,98.676168,1424.22,,2019-11-10,10:58:20,39500
27.759691,98.676086,1423.8,,2019-11-10,10:58:23,39503
27.759174,98.675937,1421.85,,2019-11-10,10:58:26,39506
27.758728,98.67578,1423.46,,2019-11-10,10:58:29,39509
27.758383,98.67565,1422.93,,2019-11-10,10:58:32,39512
27.758068,98.675567,1422.53,,2019-11-10,10:58:35,39515
